Name,Cost,Cost per Click,Leads,Cost per Lead,New Leads,Cost per New Lead,Calls,Cost per Call,Stage: Incoming Call,cost per incoming call,Stage: Connected Call,cost per connected call,Sales,Cost per Sale,Revenue,ROAS,Profit,Ad Set ID,Category ID,Account ID
3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026,1.78,0.59,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.78,120244295527000350,120244295527190350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,0.01,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-0.01,120238198718200350,120238198716820350,1400488071021805
3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026,1.79,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.79,120244295527000350,120244295527190350,1400488071021805
3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026,7.54,1.89,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-7.54,120244295526920350,120244295527190350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 11-16-2025 - Related Media,173.23,1.41,3,57.74,2,86.62,0,0,-,0,-,0,0,0,0,0,-173.23,120239373156260350,120239373156250350,1400488071021805
VAM Crew Members - Organic Looking 3 - CIDTPC5EN4 | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026,1946.40,5.72,33,58.98,26,74.86,25,77.86,6,324.40,4,486.60,0,0,0,0,-1946.40,120244295519780350,120244295519740350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,1123.38,7.49,14,80.24,12,93.62,19,59.13,1,1123.38,2,561.69,0,0,0,0,-1123.38,120244007879860350,120244007879920350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 2-4-2026,721.05,4.78,13,55.47,11,65.55,7,103.01,-,0,1,721.05,0,0,0,0,-721.05,120243579426010350,120243579426030350,1400488071021805
3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026,46.94,3.61,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-46.94,120244295994250350,120244295994470350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 11-10-2025,158.08,1.20,9,17.56,2,79.04,1,158.08,-,0,-,0,0,0,0,0,-158.08,120239080810830350,120239080810890350,1400488071021805
SC87_CityPricesV3 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 03-02-2026,62.33,6.93,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-62.33,120244709231600350,120244709231650350,1400488071021805
3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026,4.49,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-4.49,120244295526920350,120244295527190350,1400488071021805
VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,112.22,5.91,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-112.22,120244014031790350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026,9.87,3.29,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-9.87,120244295565840350,120244295527190350,1400488071021805
3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026,4.36,2.18,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-4.36,120244295526920350,120244295527190350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 10-13-2025,197.52,6.81,7,28.22,5,39.50,0,0,-,0,-,0,0,0,0,0,-197.52,120237287423080350,120237287422970350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 1-25-2026,323.39,4.76,9,35.93,7,46.20,2,161.70,-,0,-,0,0,0,0,0,-323.39,120243177643490350,120243177643310350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 1-29-2026,41.41,3.19,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-41.41,120243382496730350,120243382496800350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 1-29-2026,166.26,12.79,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-166.26,120243382496730350,120243382496800350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-23-2026,26.17,5.23,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-26.17,120244295519780350,120244295519740350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 02-18-2026,157.69,12.13,3,52.56,1,157.69,4,39.42,-,0,1,157.69,0,0,0,0,-157.69,120244164912000350,120244164912290350,1400488071021805
SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight | CHK6_CheckRate | CB1_Savings | 02-18-2026,108.93,6.05,2,54.46,1,108.93,2,54.46,-,0,-,0,0,0,0,0,-108.93,120244164912000350,120244164912290350,1400488071021805
SC65_YouMovingStressHandled | SV27_EmptySpace | CHK1_SaveUpTo50 | CB1_Savings | 1-22-2026,26.13,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-26.13,120243308713010350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK19_MovingA34Bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026,16.25,1.08,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.25,120244621144520350,120244621144460350,1400488071021805
3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026,60.88,2.34,1,60.88,0,0,0,0,-,0,-,0,0,0,0,0,-60.88,120244295565840350,120244295527190350,1400488071021805
SC2_WellMoveEverything | SV4_AppleNoteButtonCTA | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,223.92,8.29,2,111.96,1,223.92,0,0,-,0,-,0,0,0,0,0,-223.92,120235723649570350,120235716942630350,1400488071021805
SC88_CityPricesV4 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 02-18-2026,172.32,4.79,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-172.32,120244164912000350,120244164912290350,1400488071021805
3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026,15.65,0.71,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-15.65,120244295994450350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026,10.96,10.96,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-10.96,120244295994250350,120244295994470350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK24_BeforeVAM | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,5.51,0.46,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-5.51,120244621375000350,120244621144460350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK19_MovingA34Bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026,254.16,2.38,2,127.08,2,127.08,1,254.16,-,0,-,0,0,0,0,0,-254.16,120244621144520350,120244621144460350,1400488071021805
Excited Transformation - Proclamation Lead 1 - CIDGLH1K6V | CB7_MovingA2Bedroom | 02-25-2026,53.76,1.73,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-53.76,120244564744370350,120235716942630350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-5-2026,98.62,4.70,1,98.62,1,98.62,1,98.62,1,98.62,-,0,0,0,0,0,-98.62,120243644099440350,120243644099400350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026,12.24,0.87,1,12.24,1,12.24,2,6.12,-,0,-,0,0,0,0,0,-12.24,120244007697680350,120244005869910350,1400488071021805
Quiet Overwhelm - Offer Lead 3 - CID6B6ZP1T | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026,336.87,2.90,4,84.22,4,84.22,5,67.37,3,112.29,2,168.44,0,0,0,0,-336.87,120244564245240350,120235716942630350,1400488071021805
SC70_CoastToCoast-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,464.71,5.53,12,38.73,8,58.09,3,154.90,-,0,-,0,0,0,0,0,-464.71,120243308713010350,120235716942630350,1400488071021805
VAM Crew Members - Organic Looking 4 - CIDCGZUZJE | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026,650.59,1.28,5,130.12,3,216.86,4,162.65,4,162.65,3,216.86,0,0,0,0,-650.59,120244295519780350,120244295519740350,1400488071021805
SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 10-13-2025,64.15,4.58,1,64.15,1,64.15,2,32.08,1,64.15,-,0,0,0,0,0,-64.15,120237287423080350,120237287422970350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-22-2025,215.28,3.99,2,107.64,2,107.64,0,0,-,0,-,0,0,0,0,0,-215.28,120236168195450350,120236168195430350,1400488071021805
3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026,45.81,3.82,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-45.81,120244295994260350,120244295994470350,1400488071021805
SC13_SavedMe _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 1-29-2026,45.98,5.11,1,45.98,1,45.98,0,0,-,0,-,0,0,0,0,0,-45.98,120243382496730350,120243382496800350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 1-29-2026,56.74,5.16,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-56.74,120243382496730350,120243382496800350,1400488071021805
SC75_CoastToCoast-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,72.69,2.80,1,72.69,0,0,0,0,-,0,-,0,0,0,0,0,-72.69,120243308713010350,120235716942630350,1400488071021805
SC73_Licensed&Ensured-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,10.66,3.55,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-10.66,120243308713010350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV10_TwitterStyleDark | CHK2_StartingAt1597 | CB1_Savings | 10-26-2025,407.96,3.74,6,67.99,4,101.99,0,0,-,0,-,0,0,0,0,0,-407.96,120238035955250350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV10_TwitterStyleDark | CHK2_StartingAt1597 | CB1_Savings | 10-26-2025,1155.48,5.20,17,67.97,16,72.22,2,577.74,1,1155.48,1,1155.48,0,0,0,0,-1155.48,120238036061390350,120235716942630350,1400488071021805
SC68_Licensed&Ensured-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,24.10,3.44,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-24.10,120243308713010350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 10-26-2025,192.51,3.57,6,32.09,3,64.17,0,0,-,0,-,0,0,0,0,0,-192.51,120238036061390350,120235716942630350,1400488071021805
SC69_TransparentPricing-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,39.90,4.99,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-39.90,120243308713010350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026,105.89,5.57,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-105.89,120243579426010350,120243579426030350,1400488071021805
Threat / Hot Alarm - Proclamation Lead 2 - CIDZA3W871 | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026,97.47,2.50,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-97.47,120244564948450350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 2 - CID2Z5LX92 | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026,4.73,1.58,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-4.73,120244295519780350,120244295519740350,1400488071021805
Done For You - Problem-Solution Lead 4 - CIDS069ALR | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026,5.30,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-5.30,120244295519780350,120244295519740350,1400488071021805
SC8_Dodged4kBill | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 10-26-2025,339.12,4.99,2,169.56,2,169.56,0,0,-,0,-,0,0,0,0,0,-339.12,120238035955250350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026,12.08,4.03,1,12.08,1,12.08,0,0,-,0,-,0,0,0,0,0,-12.08,120244005869950350,120244005869910350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-13-2025,1667.79,3.02,13,128.29,12,138.98,1,1667.79,1,1667.79,1,1667.79,0,0,0,0,-1667.79,120237287423080350,120237287422970350,1400488071021805
SC7_CheckThis | SV10_TwitterStyleDark | CHK2_StartingAt1597 | CB1_Savings | 10-26-2025,220.32,5.80,3,73.44,2,110.16,1,220.32,-,0,1,220.32,0,0,0,0,-220.32,120238035670260350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-13-2025,507.61,4.16,2,253.81,2,253.81,0,0,-,0,-,0,0,0,0,0,-507.61,120237287423080350,120237287422970350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-23-2026 - Copy,115.70,0.88,1,115.70,1,115.70,4,28.93,1,115.70,1,115.70,0,0,0,0,-115.70,120244295268190350,120244295268220350,1400488071021805
Calm Confidence - Promise Lead 4 - CIDX2FFEQK | CHK1_SaveUpTo50 | CB1_Savings | 02-26-2026,98.97,2.75,1,98.97,1,98.97,0,0,-,0,-,0,0,0,0,0,-98.97,120244614462560350,120235716942630350,1400488071021805
SC76_NationwideLicensedInsured-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,27.88,3.10,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-27.88,120243308713010350,120235716942630350,1400488071021805
SC74_TransparentPricing-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,36.62,6.10,1,36.62,1,36.62,0,0,-,0,-,0,0,0,0,0,-36.62,120243308713010350,120235716942630350,1400488071021805
SC72_LicensedInsuredNationwide-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,16.79,3.36,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.79,120243308713010350,120235716942630350,1400488071021805
SC71_NationwideLicensedInsured-V1 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026,24.86,24.86,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-24.86,120243308713010350,120235716942630350,1400488071021805
3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026,24.44,6.11,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-24.44,120244296253330350,120244296253070350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026,151.04,1.21,2,75.52,1,151.04,0,0,-,0,-,0,0,0,0,0,-151.04,120244005869920350,120244005869910350,1400488071021805
Stress-Free Exists - Proclamation Lead 3 - CIDK2LMVIL | CB7_MovingA2Bedroom | 03-03-2026,11.96,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-11.96,120244824684000350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 3 - CID5P9LMHL | CHK1_SaveUpTo50 | CB1_Savings | 02-23-2026,489.35,8.74,5,97.87,4,122.34,4,122.34,-,0,-,0,0,0,0,0,-489.35,120244295519780350,120244295519740350,1400488071021805
Stress-Free Exists - Promise Lead 2 - CIDX08GR8H | CB7_MovingA2Bedroom | 03-03-2026,18.42,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-18.42,120244824684000350,120235716942630350,1400488071021805
Stress-Free Exists - Proclamation Lead 1 - CID798SMK0 | CB7_MovingA2Bedroom | 03-03-2026,17.67,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-17.67,120244824684000350,120235716942630350,1400488071021805
SC6_MovingLongDistance | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,321.33,8.24,8,40.17,5,64.27,0,0,-,0,-,0,0,0,0,0,-321.33,120235723649790350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV1_TruckSide | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,239.31,7.98,5,47.86,4,59.83,2,119.66,1,239.31,-,0,0,0,0,0,-239.31,120235716942620350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026,228.04,4.47,3,76.01,3,76.01,5,45.61,-,0,1,228.04,0,0,0,0,-228.04,120244295994450350,120244295994470350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,414.74,3.12,16,25.92,12,34.56,2,207.37,1,414.74,-,0,0,0,0,0,-414.74,120235723713900350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV1_TruckSide | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,597.42,8.07,13,45.96,11,54.31,5,119.48,2,298.71,2,298.71,0,0,0,0,-597.42,120235716942620350,120235716942630350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-15-2026,58.70,3.67,3,19.57,1,58.70,4,14.68,-,0,-,0,0,0,0,0,-58.70,120244005869940350,120244005869910350,1400488071021805
Similar Customer Proof - Offer Lead 5 - CIDR0EU553 | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,17.83,3.57,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-17.83,120244008392690350,120235716942630350,1400488071021805
3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026,82.61,8.26,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-82.61,120244296253560350,120244296253070350,1400488071021805
SC48_CheckThisNYV2 | SV9_GmailLight | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,28.55,5.71,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-28.55,120242667773120350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026,52.39,3.74,1,52.39,1,52.39,2,26.20,1,52.39,1,52.39,0,0,0,0,-52.39,120244295994460350,120244295994470350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,167.52,3.49,6,27.92,3,55.84,0,0,-,0,-,0,0,0,0,0,-167.52,120235723713930350,120235716942630350,1400488071021805
SC47_CheckThisNYV1 | SV13_GmailDark | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,455.55,7.01,8,56.94,8,56.94,1,455.55,-,0,-,0,0,0,0,0,-455.55,120242667773120350,120235716942630350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK3_StressFreeLongDistance | CB2_StressFree | 1-25-2026,63.81,3.55,0,0,0,0,4,15.95,-,0,-,0,0,0,0,0,-63.81,120243177643490350,120243177643310350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025,115.79,7.72,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-115.79,120237506597320350,120237506597330350,1400488071021805
SC21_LongDistance1597HolidayV1CTA1 | SV17_TruckBackHolidayV2 | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-9-2025,366.76,3.27,5,73.35,4,91.69,0,0,-,0,-,0,0,0,0,0,-366.76,120240988242510350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK10_WeHandle | CB6_MovingOutOfState | 2-2-2026,85.17,8.52,1,85.17,1,85.17,2,42.59,-,0,1,85.17,0,0,0,0,-85.17,120243432779480350,120235716942630350,1400488071021805
SC48_CheckThisNYV2 | SV13_GmailDark | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,444.73,4.20,6,74.12,4,111.18,1,444.73,-,0,-,0,0,0,0,0,-444.73,120242667773120350,120235716942630350,1400488071021805
Moving Cost Clarity - Offer Lead 4 - CIDMYP1BC7 | CB7_MovingA2Bedroom | 02-25-2026,419.85,4.67,11,38.17,9,46.65,4,104.96,-,0,1,419.85,0,0,0,0,-419.85,120244564976090350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK10_WeHandle | CB6_MovingOutOfState | 2-2-2026,399.60,2.28,3,133.20,3,133.20,0,0,-,0,-,0,0,0,0,0,-399.60,120243432779480350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK11_MovingLongDistance | CB6_MovingOutOfState | 2-2-2026,131.69,6.27,5,26.34,3,43.90,2,65.85,1,131.69,-,0,0,0,0,0,-131.69,120243432779480350,120235716942630350,1400488071021805
SC47_CheckThisNYV1 | SV9_GmailLight | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,69.98,3.50,1,69.98,1,69.98,1,69.98,-,0,-,0,0,0,0,0,-69.98,120242667773120350,120235716942630350,1400488071021805
3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CHK13_SmarterMoving | CB7_MovingA2Bedroom | 02-23-2026,717.25,3.74,6,119.54,4,179.31,2,358.63,-,0,-,0,0,0,0,0,-717.25,120244290564790350,120235716942630350,1400488071021805
SC82_AlmostPaid3k | SV31_AppleNoteLight | CB1_Savings | 02-23-2026 - Copy,1304.03,0.95,15,86.94,13,100.31,11,118.55,-,0,1,1304.03,0,0,0,0,-1304.03,120244295268190350,120244295268220350,1400488071021805
SC2_WellMoveEverything | SV5_AppleNoteLinkCTA | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025,365.42,5.30,4,91.36,3,121.81,0,0,-,0,-,0,0,0,0,0,-365.42,120235723649590350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 1-29-2026,157.45,3.84,2,78.73,1,157.45,0,0,-,0,-,0,0,0,0,0,-157.45,120243382496730350,120243382496800350,1400488071021805
3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026,17.27,0.82,1,17.27,0,0,0,0,-,0,-,0,0,0,0,0,-17.27,120244295994450350,120244295994470350,1400488071021805
SC3_WhyPayMore | SV4_AppleNoteButtonCTA | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,512.92,7.12,18,28.50,6,85.49,0,0,-,0,-,0,0,0,0,0,-512.92,120235723649600350,120235716942630350,1400488071021805
SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026,38.99,0.30,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-38.99,120243579613250350,120243579613300350,1400488071021805
VHK20_Ialmostdidn't | VB5_BiggestWorry | VV10_UGC_CostAngle1_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-27-2026,35.98,2.25,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-35.98,120243177643490350,120243177643310350,1400488071021805
VHK22_IThoughtCostMore | VB6_MovingOffBecauseCost | VV11_UGC_CostAngle2_AsianWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-27-2026,9.70,1.62,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-9.70,120243177643490350,120243177643310350,1400488071021805
SC6_MovingLongDistance | SV3_TruckBack | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,103.11,9.37,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-103.11,120235723649790350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026,14.04,7.02,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-14.04,120244295994460350,120244295994470350,1400488071021805
SC1_LongDistance1597 | SV1_TruckSide | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,60.56,6.73,2,30.28,2,30.28,0,0,-,0,-,0,0,0,0,0,-60.56,120235716942620350,120235716942630350,1400488071021805
SC2_WellMoveEverything | SV4_AppleNoteButtonCTA | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,364.65,5.53,8,45.58,5,72.93,0,0,-,0,-,0,0,0,0,0,-364.65,120235723649570350,120235716942630350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,201.68,5.76,4,50.42,4,50.42,1,201.68,-,0,1,201.68,0,0,0,0,-201.68,120244700982010350,120244621144460350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025,789.40,2.82,33,23.92,24,32.89,3,263.13,2,394.70,-,0,0,0,0,0,-789.40,120235723649630350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,44.27,4.02,1,44.27,1,44.27,0,0,-,0,-,0,0,0,0,0,-44.27,120244700982030350,120244621144460350,1400488071021805
SC2_WellMoveEverything | SV4_AppleNoteButtonCTA | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,522.72,5.68,11,47.52,10,52.27,0,0,-,0,-,0,1,522.72,0,0,-522.72,120235723649570350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026,62.11,1.55,1,62.11,1,62.11,1,62.11,1,62.11,-,0,0,0,0,0,-62.11,120244292141040350,120235716942630350,1400488071021805
Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026,184.52,4.61,1,184.52,0,0,0,0,-,0,-,0,0,0,0,0,-184.52,120244700982080350,120244621144460350,1400488071021805
Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026,11,1.22,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-11,120244700982020350,120244621144460350,1400488071021805
SC1_LongDistance1597 | SV2_TruckSide2 | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025,335.68,13.99,5,67.14,4,83.92,0,0,-,0,-,0,0,0,0,0,-335.68,120235723649580350,120235716942630350,1400488071021805
