"Ad name","Amount spent (USD)",Impressions,"Clicks (all)","Link clicks","Reporting starts","Reporting ends"
"SC1_LongDistance1597 | SV3_TruckBack | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",102.85,1529,16,13,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 7 - CIDWODX622 | CHK24_BeforeVAM | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",102.39,3554,39,28,2025-09-15,2026-03-03
"3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026",102.2,2445,18,11,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025",102.09,1581,27,14,2025-09-15,2026-03-03
"SC3_WhyPayMore | SV4_AppleNoteButtonCTA | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025",101.66,1269,13,10,2025-09-15,2026-03-03
"Belongings Protection - Story Lead 3 - CIDLUMZU8S | CB7_MovingA2Bedroom | 03-02-2026",101.62,4608,100,89,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025",101.59,1106,16,11,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025",101.3,1286,17,12,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 3 - CIDB0WV4K3 | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",101.29,2910,45,38,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025",100.99,1072,19,11,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",100.7,3252,49,37,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025",100.66,1249,22,13,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025",100.56,1160,15,4,2025-09-15,2026-03-03
"SC3_WhyPayMore | SV5_AppleNoteLinkCTA | CHK3_StressFreeLongDistance | CB2_StressFree | 09-15-2025",100.44,1746,24,16,2025-09-15,2026-03-03
"Stress Curve Callout - Problem-Solution Lead 2 - CID2U4KTN1 | CB7_MovingA2Bedroom | 03-02-2026",100.4,7188,55,48,2025-09-15,2026-03-03
"SC51_Early26Pricing | SV24_TruckBackNY | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",100.1,1013,18,15,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK20_Movinga3+bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026",99.73,2798,30,24,2025-09-15,2026-03-03
"Calm Confidence - Promise Lead 4 - CIDX2FFEQK | CHK1_SaveUpTo50 | CB1_Savings | 02-26-2026",98.97,1619,44,36,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",98.71,1526,63,51,2025-09-15,2026-03-03
"SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-5-2026",98.62,3185,26,21,2025-09-15,2026-03-03
"Threat / Hot Alarm - Proclamation Lead 2 - CIDZA3W871 | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",97.47,1965,46,39,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 02-15-2026",96.71,3691,33,22,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-23-2026 - Copy",96.11,4909,182,181,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 2 - CIDZEKBWGE | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",95.71,3620,68,58,2025-09-15,2026-03-03
"SC2_WellMoveEverything | SV5_AppleNoteLinkCTA | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",94.99,2644,89,84,2025-09-15,2026-03-03
"Stress Curve Callout - Offer Lead - CIDYPA54RI | CB7_MovingA2Bedroom | 03-02-2026",94.82,6910,60,55,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",94.78,804,12,6,2025-09-15,2026-03-03
"SC13_SavedMe_ SV8_Gmail_White | CHK2_StartingAt1597 | CB1_Savings | 10-14-2025",94.38,2195,35,18,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK28_WhatYouGet | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",94.36,2637,61,43,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026",93.78,1211,166,188,2025-09-15,2026-03-03
"Calm Confidence - Promise Lead 3 - CID5KCNS18 | CHK1_SaveUpTo50 | CB1_Savings | 02-26-2026",93.69,4815,55,49,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK29_PlanningSprings | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",92.48,2156,28,19,2025-09-15,2026-03-03
"SC82_AlmostPaid3k | SV32_AppleNoteDark | CB1_Savings | 2-2-2026",91.86,2654,67,67,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV13_GmailDark | CB1_Savings | 2-2-2026",91.35,2652,39,34,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 1-26-2026",91.28,5644,114,112,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 10-16-2025",91.12,3073,48,14,2025-09-15,2026-03-03
"Excited Transformation - Proclamation Lead 5 - CIDPPPSICO | CB7_MovingA2Bedroom | 02-25-2026",90.88,1615,76,73,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight | CHK6_CheckRate | CB1_Savings | 03-03-2026",90.31,4041,30,18,2025-09-15,2026-03-03
"VHK8_CrossCountryMove | VB4_FairPriceQuote | VV2_ChatGPT | CHK2_StartingAt1597 | CB3_CostSavings | 10-30-2025",89.86,989,35,25,2025-09-15,2026-03-03
"Stress Curve Callout - Problem-Solution Lead 3 - CIDVO6JSUC I | CB7_MovingA2Bedroom | 03-02-2026",89.31,2867,24,18,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 3 - CIDDE86ETR | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",88.53,2867,63,63,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025",88.36,1762,55,57,2025-09-15,2026-03-03
"Hook4 | TruckMovingUSA | CHK2_StartingAt1597 | CB1_Savings | 10-16-2025",87.92,908,59,57,2025-09-15,2026-03-03
"SC46_WeHandleItAll | SV23_BeforeAndAfter | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",87.09,913,28,25,2025-09-15,2026-03-03
"SV15_PricingVerticalSplit | Carousel | CHK6_CheckRate | CB3_CostSavings | 12-10-2025",85.37,1419,62,57,2025-09-15,2026-03-03
"VHK9_MovingLongDistance | VB1_NoBody | VV3_SideTruckAnimationV1 | CHK3_StressFreeLongDistance | CB2_StressFree | 11-16-2025",85.3,1020,32,24,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK10_WeHandle | CB6_MovingOutOfState | 2-2-2026",85.17,1315,17,10,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV2_TruckSide2 | CHK1_SaveUpTo50 | CB1_Savings | 09-28-2025",84.54,2350,15,9,2025-09-15,2026-03-03
"SC14_AlmostOverpaid _ SV8_Gmail_White | CHK2_StartingAt1597 | CB3_CostSavings | 10-14-2025",84.23,2352,88,23,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026",84.19,3895,69,41,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK30_MovingYour+3B | CB12_3BR-URGENCY/SEASONAL ANGLE | 03-02-2026",83.93,2453,42,25,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK32_NervousAboutHiring | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",83.89,2692,55,36,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026",83.86,2617,44,31,2025-09-15,2026-03-03
"SC100_CarouselV5 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",83.77,1268,11,9,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 11-16-2025",83.42,1318,116,120,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",83.28,1336,34,19,2025-09-15,2026-03-03
"3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026",82.61,1003,15,10,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-8-2026",82.24,1055,95,82,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 10-28-2025",81.3,2495,30,16,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026",81.27,2511,56,50,2025-09-15,2026-03-03
"SC13_SavedMe _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB1_Savings | 10-14-2025",80.85,2078,52,41,2025-09-15,2026-03-03
"Quiet Overwhelm - Offer Lead 2 - CIDMI1364S | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",80.73,1184,34,30,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026",80.37,1538,21,11,2025-09-15,2026-03-03
"SC14_AlmostOverpaid_ SV8_Gmail_White | CHK2_StartingAt1597 | CB1_Savings | 10-14-2025",80.1,1745,26,18,2025-09-15,2026-03-03
"SC80_HowtoAvoid | SV30_EducationalLayout | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",79.61,1287,36,27,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 5 - CIDC9YQMC0 | CB7_MovingA2Bedroom | 02-23-2026",79.53,2129,156,161,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",79.3,2471,89,85,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 10 - CID0435EPI | CB7_MovingA2Bedroom | 02-23-2026",79.27,649,15,10,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-04-2026",79.12,2109,27,21,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight | CHK6_CheckRate | CB1_Savings | 03-02-2026",78.36,2871,25,21,2025-09-15,2026-03-03
"SC35_CheckThisHolidayV5 | SV13_GmailDark | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-10-2025",78.24,1968,51,20,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",77.27,1430,38,30,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 2 - CIDGDBTOVQ | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",76.89,2385,36,33,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 01-25-2026",76.62,656,22,10,2025-09-15,2026-03-03
"SC84_Didn'tRealized | SV13_GmailDark | CB1_Savings | 2-2-2026",76.33,2262,27,15,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 2 - CID2Z5LX92 | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",76.31,889,100,109,2025-09-15,2026-03-03
"Visual Move Proof - Offer Lead 2 - CIDE4IW7FH | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026",74.87,947,15,16,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026",74.15,6256,94,91,2025-09-15,2026-03-03
"SC85_WantedToSeeOptions | SV13_GmailDark | CB1_Savings | 2-2-2026",73.99,2454,55,52,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK23_IWasAbout | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",73.81,2694,48,23,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 2-8-2026",72.99,680,18,11,2025-09-15,2026-03-03
"SC75_CoastToCoast-V2 | SV29_StickyNote | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",72.71,1484,29,26,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",72.67,1487,29,11,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 1-11-2026",72.44,877,16,9,2025-09-15,2026-03-03
"SC11_FlyingFunny _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB3_CostSavings | 10-14-2025",72.4,1324,62,53,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026",71.66,3343,61,50,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 02-04-2026",71.3,2092,364,402,2025-09-15,2026-03-03
"Stress Curve Callout - Problem-Solution Lead 1 - CIDQ3CKPSK | CB7_MovingA2Bedroom | 03-02-2026",71.3,3010,36,28,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026",70.86,1694,181,197,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 5 - CID2V10TCW | CHK1_SaveUpTo50 | CB1_Savings | 03-02-2026",70.72,1250,24,20,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK24_BeforeVAM | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026",70.49,1174,31,10,2025-09-15,2026-03-03
"SC47_CheckThisNYV1 | SV9_GmailLight | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",69.98,1815,28,20,2025-09-15,2026-03-03
"SC13_SavedMe _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 10-14-2025",69.46,1672,32,29,2025-09-15,2026-03-03
"SC7_CheckThis | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025",69.15,2339,57,25,2025-09-15,2026-03-03
"SC85_WantedToSeeOptions | SV32_AppleNoteDark | CB1_Savings | 2-2-2026",68.85,1639,32,27,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB3_CostSavings | 10-06-2025",67.53,2022,62,54,2025-09-15,2026-03-03
"Full Relocation Specialist - Offer Lead 3 - CIDWEYL9G9 | CB7_MovingA2Bedroom | 03-02-2026",67.29,7490,46,41,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CB7_MovingA2Bedroom | 02-23-2026",66.95,1046,165,171,2025-09-15,2026-03-03
"SC39_FromSchedulingtoDeliveryV2 | SV20_HoldingSignWoman | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",66.8,481,18,14,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026",66.37,2005,37,12,2025-09-15,2026-03-03
"SC94_SingleV4 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",66.15,894,82,79,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-5-2026",66.05,3407,90,78,2025-09-15,2026-03-03
"Full Relocation Specialist - Proclamation Lead - CIDHB7JDRR | CB7_MovingA2Bedroom | 03-02-2026",65.36,3001,35,30,2025-09-15,2026-03-03
"Full Relocation Specialist - Offer Lead 1 - CID9F7IPEP | CB7_MovingA2Bedroom | 03-02-2026",65.27,1354,18,15,2025-09-15,2026-03-03
"3BR Cross-Country Cost - Offer Lead 1 - CIDXFH8QT1 | CB7_MovingA2Bedroom | 02-23-2026",65.01,1436,12,6,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK31_Aren'tAllBrokersSame | CB13_3BR-OBJECTIONHANDLINGANGLE | 03-02-2026",64.92,2344,25,16,2025-09-15,2026-03-03
"SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 02-15-2026",64.24,1786,18,10,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",64.19,1681,18,12,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 10-13-2025",64.15,637,18,14,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK3_StressFreeLongDistance | CB2_StressFree | 01-25-2026",63.81,1702,28,18,2025-09-15,2026-03-03
"SC87_CityPricesV3 | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB1_Savings | 03-02-2026",62.76,1332,10,9,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 10 - CID0435EPI | CB7_MovingA2Bedroom | 02-23-2026",62.7,521,9,10,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK27_34BedroomCross-country | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",62.63,2016,36,18,2025-09-15,2026-03-03
"SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026",62.4,1517,24,4,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026",62.11,2666,46,40,2025-09-15,2026-03-03
"SC52_NYNewSavings | SV24_TruckBackNY | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",61.79,553,32,32,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 10 - CID0435EPI | CB7_MovingA2Bedroom | 02-23-2026",61.78,497,10,3,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 2-8-2026",61.04,441,6,4,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK18_Moving | CB8_BeforeYouBook | 2-2-2026",60.95,859,11,9,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026",60.88,2719,45,26,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV1_TruckSide | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025",60.56,667,13,9,2025-09-15,2026-03-03
"SC36_ArrivedFlawlessV1 | SV19_HoldingSignFamily | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",59.99,884,28,24,2025-09-15,2026-03-03
"SC83_HowMoversSneakExtraFees | SV31_AppleNoteLight | CHK6_CheckRate | CB1_Savings | 02-18-2026",59.95,1545,14,12,2025-09-15,2026-03-03
"SC5_MovingChecklist | SV7_AppleNote | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",59.51,1795,30,19,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 2-5-2026",58.98,2722,34,30,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-15-2026",58.86,1624,24,18,2025-09-15,2026-03-03
"SC45_MoreWorkThanYouThink | SV23_BeforeAndAfter | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",58.59,578,28,26,2025-09-15,2026-03-03
"SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 1-11-2026",58.54,713,12,5,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-5-2026",58.53,2717,27,22,2025-09-15,2026-03-03
"SC2_WellMoveEverything | SV5_AppleNoteLinkCTA | CHK2_StartingAt1597 | CB1_Savings | 10-06-2025",58.47,1208,11,5,2025-09-15,2026-03-03
"3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026",58.02,2355,36,28,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026",57.74,1893,17,12,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026",57.03,2994,32,27,2025-09-15,2026-03-03
"SC11_FlyingFunny _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | Related Media | 01-29-2026",56.74,2273,48,11,2025-09-15,2026-03-03
"Unknown Move Facts - Offer Lead 1 - CIDH5IAGGA | CHK1_SaveUpTo50 | CB1_Savings | 2-10-2026",56.66,1495,25,21,2025-09-15,2026-03-03
"Belongings Protection - Story Lead 5 - CIDN2G7LC2 | CB7_MovingA2Bedroom | 03-02-2026",56.66,3748,51,48,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026",55.98,2040,50,16,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 02-18-2026",55.66,2060,9,7,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 4 - CID87RDIIV | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",55.34,1631,25,18,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-18-2026",55.05,2957,62,42,2025-09-15,2026-03-03
"Stress-Free Exists - Proclamation Lead 2 - CIDKTY2Z1O | CB7_MovingA2Bedroom | 03-03-2026",54.22,1307,23,20,2025-09-15,2026-03-03
"SC8_Dodged4kBill | SV8_Gmail | CHK26_MostPeopleThink | CB11_3BR-EDUCATIONALVALUEANGLE | 03-02-2026",54.13,1866,34,14,2025-09-15,2026-03-03
"Excited Transformation - Proclamation Lead 1 - CIDGLH1K6V | CB7_MovingA2Bedroom | 02-25-2026",53.79,1034,38,31,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 6 - CIDJPMAQAP | CB7_MovingA2Bedroom | 02-23-2026",53.75,4383,50,42,2025-09-15,2026-03-03
"SC35_CheckThisHolidayV5 | SV9_GmailLight | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-10-2025",53.63,1911,43,7,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 7 - CIDDG30R3P | CB7_MovingA2Bedroom | 02-23-2026",53.63,491,104,115,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 1-11-2026",53.22,752,9,7,2025-09-15,2026-03-03
"Moving Cost Clarity - Offer Lead 1 - CID9Y6TGDB | CB7_MovingA2Bedroom | 02-25-2026",53.07,1934,26,22,2025-09-15,2026-03-03
"SC49_LimitedTime | SV24_TruckBackNY | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",53.01,782,22,17,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026",52.89,1370,21,14,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026",52.78,603,105,111,2025-09-15,2026-03-03
"Hook4 | TruckMovingUSA | CHK2_StartingAt1597 | CB3_CostSavings | 10-16-2025",51.81,720,26,24,2025-09-15,2026-03-03
"VHK17_LetusHandleStress | VB1_NoBody | VV5_TruckAcrossUSSantaHat | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 12-11-2025 - Copy",51.25,456,39,43,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 2-8-2026",51.04,346,8,4,2025-09-15,2026-03-03
"VAM Crew Members - Organic Looking 1 - CIDQG45LVZ | CHK1_SaveUpTo50 | CB1_Savings | 03-03-2026",50.66,950,15,5,2025-09-15,2026-03-03
"Stress Curve Callout - Problem-Solution Lead 4 - CID06JAW02 | CB7_MovingA2Bedroom | 03-02-2026",49.43,1417,16,11,2025-09-15,2026-03-03
"No Ghosting - Offer Lead 5 - CIDSIF28US | CHK1_SaveUpTo50 | CB1_Savings | 02-25-2026",48.38,1572,10,9,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 01-05-2026",48.22,895,28,33,2025-09-15,2026-03-03
"SC78_WhattoLookfor | SV30_EducationalLayout | CHK1_SaveUpTo50 | CB1_Savings | 1-28-2026",48.03,629,9,12,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026",47.87,863,110,119,2025-09-15,2026-03-03
"Similar Customer Proof - Offer Lead 10 - CIDC8BPE2T | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026",47.82,1374,40,38,2025-09-15,2026-03-03
"3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026",47.22,1025,18,15,2025-09-15,2026-03-03
"SC99_CarouselV4 | SV33_CopyAds | CHK1_SaveUpTo50 | CB1_Savings | 2-1-2026",47.15,483,5,4,2025-09-15,2026-03-03
"Done For You - Problem-Solution Lead 6 - CIDBTPT5T7 | CB7_MovingA2Bedroom | 02-23-2026",47.13,401,9,4,2025-09-15,2026-03-03
"SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-4-2026",46.71,553,122,139,2025-09-15,2026-03-03
"SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 01-25-2026",46.58,354,12,13,2025-09-15,2026-03-03
"SC1_LongDistance1597 | SV3_TruckBack | CHK16_KnowYourRealCosts | CB8_BeforeYouBook | 2-2-2026",46.56,571,6,6,2025-09-15,2026-03-03
"SC38_FromSchedulingtoDeliveryV1 | SV20_HoldingSignWoman | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026",46.18,690,19,18,2025-09-15,2026-03-03
